artifact_edge_id	loop_ref	artifact_object_id	artifact_role	artifact_category	coverage_resolution	coverage_evidence_kind	coverage_evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
artifact-edge-049746446909588	loop-269322350841816	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:742de3e3:393893c4:9c550dd7:8028158f:6a8cafc1:7771eb5b:fcbef284:368381dc	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-049753671594411	loop-042970870882529	artifact-object-042114481609893	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:fc9b4ea7:c7ba5437:16a39a7b:8b423081:7e7ec3f2:504e7279:d459aaf9:c8aa721d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-049784554919146	loop-031626286600128	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:2d287920:10db2408:5ba384da:a377a4b6:70b674a3:b14d74ef:53245525:a5504ab7	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-049927113501244	loop-230864431542723	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:576f9088:7bee61a8:88df10b8:3453b7ae:04c36512:4f859622:656788e2:51815447	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-050071666603077	loop-145753367515202	artifact-object-062359278674375	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:80ac4e1d:a3944b38:a0f459ef:046f60a2:ae8b5d45:65f77323:19565cd1:a5605130	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-050179541691596	loop-006846614596406	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:5f0539b7:c8856c34:52f77847:fc1e9e24:9259ab53:4cdc4ea5:6d6d9c45:db470fab	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-050181830255931	loop-021094778602884	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:71217097:a3004f84:8fe5e6e3:5e934633:62f49637:bb103c5a:5849103b:0dbd20fd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-050321391287496	loop-178352020897505	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:7c8ad8ba:4701f900:253cebdc:e555c57b:1cc341ce:67264686:fbd48f10:3a46cc04	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-050327823127459	loop-085565440864862	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:129fe1fe:ddce94bd:03b28b9d:879536be:70041959:b2ae7f95:71e548b5:2e1b90f6	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-050782782682858	loop-068957167622554	artifact-object-089140227820403	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:f0a0edb4:a6f03c53:6bc1951e:67b703e5:70761426:555bd645:53b9621d:21ec99a1	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051118585282119	loop-223991444831011	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:056192d4:43dc9f82:96ffef73:2221b6b1:aa706c77:c633e4b3:a6301553:7023bea1	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051274951004273	loop-209941744757452	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:0ff82bbc:96642fc9:af8d8b46:84c10f5a:449f1a45:1f538327:2ea7ab8e:9b38524d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051302898332335	loop-240248347414667	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:f6e538b9:bf876ea4:af93a9f8:667fdee6:b41629fe:690e5535:b9865f6b:20fba7a8	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051479128282213	loop-223272204504285	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:5546b067:e7792681:e7e94273:f1013782:4844bdb9:4790b4f0:98889cfd:e862110a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051494692729879	loop-012940025272182	artifact-object-279645294749765	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:76594085:f7632c51:17c57e79:dcf8be54:f665bc87:efef4171:e1e82c5a:32cba6db	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051506687088981	loop-136560367564279	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:8cb8266d:aabc4fdc:06b2d36b:7b651451:524d3c50:883478bc:87c93377:c5a2f78b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051547331652956	loop-177402702362483	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:da61ca69:5859c407:15077608:308bb16c:808a04b0:132b1019:5787aa4e:e897926a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051555236381244	loop-006568355897643	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:2b730c9e:effb2289:2ccf04ea:35a348e5:fb18372f:554dd407:bc0e5e74:e69304fa	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051682724806735	loop-164836303306762	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:a6a73882:439248bd:c0f3f0c1:893ae380:06517a6d:fa180cc2:839d033c:48fe8ffb	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051797983233158	loop-051812349890866	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:c49d3f99:97931ee6:361228c0:8a47145d:2d408d98:4ec1ff88:1b86a146:586b52bc	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051802821021026	loop-006160088166321	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:ade94cfa:1920816b:e72f2859:0bcaf645:583ccd68:9c4789f9:29fc7b5e:54bc46c5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-051976839195134	loop-247165715358423	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:0d58db9f:feffd2cf:51e05152:733bf933:6697965e:149f6aae:7d59922e:c4b1fbe3	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-052395921297779	loop-268152884323581	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:82d7e5d9:58699cb6:1659f9f3:7475e836:19806c16:0e386e8c:cfa8d424:77a40ce1	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-052403670230815	loop-019620885547758	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:47bec5e7:40ce4278:73e2736f:7341a067:a2deabb6:02cb55bd:ecb3d34d:ad777278	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-052549046480595	loop-101856044230503	artifact-object-221017714614701	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:75f7721a:ce3b2b3a:63cb36a9:cf38684e:647094ae:40d540a8:89c7fb4f:8b716166	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053145047376819	loop-177330442288929	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:6f109cd7:c0f59bf3:a2e0c4c3:4f8e0361:69029380:b1523534:789e0621:6e2712f8	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053472908549360	loop-252652806779384	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:3e4732ed:78833f15:2ded204d:2988ed1f:a0f421a8:f61b9791:f1fc372a:96e1b91a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053489606178523	loop-234558415149182	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:8256c55d:2cc75b8d:add30bd2:647048cc:794194d5:4b553781:2cdf8756:2d1d51ef	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053497157770903	loop-268754489968765	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:d0795402:c28c2b24:135eaf31:93146493:d98d6014:4dedf7e1:2a2435ed:36deaa69	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053510100354055	loop-052406255579758	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:90e3d424:aca898f8:19eab729:ea4a9940:d4735ca0:a20cf0b0:3c36fba9:3fe7f915	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053574753613306	loop-010416674195662	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053891624572256	loop-144007987352191	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:42204397:dd63b0e7:6686f336:db46c10a:2fb0863e:b836ffab:d0b6d85a:0c686f5f	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-053935735868844	loop-247165715358423	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:0d58db9f:feffd2cf:51e05152:733bf933:6697965e:149f6aae:7d59922e:c4b1fbe3	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054013950899835	loop-257617730570657	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:9799c348:46381d4e:0320c970:c505740c:106052cb:9d83f9ab:3b48b14d:a3328e27	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054220822878134	loop-209028714115090	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:31c32b31:477107a6:299e42fc:50da19fb:5353ce6c:7bde3717:bd8cdedd:4ad6b21b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054256398066731	loop-151332721487904	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:829070df:9efae846:9bafadb3:d85c0ac2:fe1974c0:4e2a8d13:5a1adf2c:1147330e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054471925048450	loop-013303138027026	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054542150634708	loop-106831368991762	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:51046464:aafe175a:f271f337:60d9ff82:51f08914:63b00e0d:21bd8eb8:ffc0a89a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054679201067138	loop-043348950452029	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:e99f1385:905963bf:7486d995:99364f40:5071025c:2260b624:748e6db8:419ba83b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054691906757419	loop-124182035701986	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:ded494f3:759b28fc:5c983eb2:a49fa064:acda2dc7:6fd772ce:5eb91d21:c9c40622	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054793121080680	loop-129987956131462	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:3a88cf1f:8ff18d36:b4440ded:def1b7a2:a3e3329d:4a631426:e10ec6c3:11a3bc5d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054820656582448	loop-118380748255573	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:4c52437c:dcdc1a70:95a4d969:d9c10aa3:50fa4c08:c738f57a:7dbe1bfb:f63aa625	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054823067013151	loop-201428307234688	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:5883aabf:1abc2e32:ea1af724:11cd66a0:14a053ff:1a6ee01f:60c865a2:39e5f7c7	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054878486327425	loop-257617730570657	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:9799c348:46381d4e:0320c970:c505740c:106052cb:9d83f9ab:3b48b14d:a3328e27	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054915520066536	loop-099626837675463	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:c79b8090:d462f1c1:f99bf08a:07979638:bc6bc233:2834fcfc:187531cb:91172423	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-054968433819689	loop-096165852550226	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:4f5a79ed:2a277042:15f66615:b6adcbb9:55d1e016:574f1035:ba6388fa:0e13fc2a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-055057585559705	loop-081835830091744	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:abca1c4f:e69d5ec0:370e207d:a371ab90:a730aad5:790ee32a:2aae68ea:bd5b8d7d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-055141418411589	loop-124182035701986	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:ded494f3:759b28fc:5c983eb2:a49fa064:acda2dc7:6fd772ce:5eb91d21:c9c40622	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-055178051304316	loop-037707549475347	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:7264a059:54e50a9b:b6e3733c:e610ecd8:038075d8:29ba6646:c68bc439:224e1bdd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-055758293980691	loop-279092381710639	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:3aa69f1a:66e82859:8ddc5282:c017fe29:80fe2cc7:0a9fb34d:7abe951a:62e2b0ba	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-055796645962223	loop-106820935737814	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:e5e49642:86d458fb:d622f41e:cab7bc79:4fcd941d:48442bc1:0a0ce51e:4574163e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-055893594164853	loop-169965245403639	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:e532c6fb:229e0c92:50d42d61:adf85648:a2a73322:f8dbcf74:ccbcc8f7:f0fc0fb7	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056015504779539	loop-133704202480015	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056197856389309	loop-197498542689858	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:949cefe1:1aced1dc:88b0c562:af12450d:267a8a8b:1b7c66f4:84e3ed8e:8bdfbd0b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056205981827620	loop-132924053321971	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:f6af3f97:787ee43a:351e5ad5:36fbef40:f590d59e:923d3baa:5c202a7e:36b3accb	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056366030855194	loop-017158264328042	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:5c4225f2:3c9cf083:db82a1b5:c703bef0:ecbd22d8:d713e6d2:1cb13930:f5dfa3e5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056435295666924	loop-083827364278410	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056481138631546	loop-086955607284456	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:bfdf7084:b32c1638:604a9646:fd286dcb:9f28a1b4:afadc8a9:258d3744:93b664c5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056582233186196	loop-058920761558993	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:1cd9a2da:e06aa07f:307e0fdd:813ca6ac:31850af0:15244384:b6712b76:c04eb44e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056599814559996	loop-173978524205502	artifact-object-032042523807862	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:b0db8ca9:7b4291e4:d8fe4821:5ccc8162:d0656a13:fa7ada8e:70799750:daf8babd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056712817515525	loop-073990277061313	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:b4ea7d48:89bd465e:38906572:da5805d5:c3b54d43:acba26d2:24653657:4aedceeb	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056840650745547	loop-225730229196260	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:267f9e5b:93214bc3:7644c10a:0b4532a3:5cc1b07c:9e8a3b68:d8a0af6e:4bb75352	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056908499962997	loop-223272204504285	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:5546b067:e7792681:e7e94273:f1013782:4844bdb9:4790b4f0:98889cfd:e862110a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-056984442923661	loop-196423010217948	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:1208ac94:c62cf0bb:3e939a75:2d4fa5aa:765d9ac2:1ee49a8b:8915c0dc:4cbee053	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057018479743444	loop-194948699434879	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:ad505769:cea23a37:85bcb098:629fe975:1d012102:742dc22c:a06c1970:5c37805e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057032357619895	loop-279092381710639	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:3aa69f1a:66e82859:8ddc5282:c017fe29:80fe2cc7:0a9fb34d:7abe951a:62e2b0ba	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057222172508316	loop-096055614851507	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:a53f77d7:1a796fdb:9cfae190:d419b9e0:4a479c75:be5b047a:51d793b6:28ff68c0	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057300067592984	loop-172875917734497	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:c2df3314:890b24e3:3559e342:0fdc4f9a:4cf3203a:c6160ca2:50162c7b:b14a567d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057511400905026	loop-242637367878318	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:6ed21639:c4179a2a:b1bdfdc3:d30c8285:24ff3dfd:28c78109:59f69d90:9347b30e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057592477538776	loop-234558415149182	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:8256c55d:2cc75b8d:add30bd2:647048cc:794194d5:4b553781:2cdf8756:2d1d51ef	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057621997380329	loop-244414544898356	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:7f1f0e21:fbaae4c9:4d2ffdec:f635eb1d:294909e3:623965fe:463e527d:1c9d144a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057630034776523	loop-197498542689858	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:949cefe1:1aced1dc:88b0c562:af12450d:267a8a8b:1b7c66f4:84e3ed8e:8bdfbd0b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057741514333481	loop-249662714484762	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:4a9b6038:c8febb2f:f18532fc:fe34ba0c:4473339e:447ca9b1:82ca6660:f864d1c1	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057796219743893	loop-072183417245539	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:affbfdcf:50c84c1d:a0a2937e:02739e43:1ce172cf:cc0fde44:ca179a92:b1794f2e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057867986665461	loop-044695008999851	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:bcd54ab7:fd4987c8:23260dda:e7716782:19357803:a1916847:8081242b:b3ed0106	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057923482845599	loop-170098090350642	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:c151f52c:0746dd4d:5d99fd13:ff86bc0e:3a905643:c38d75e7:6f92b971:2f9a588b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-057979637866515	loop-166511459916107	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:81ecdeb2:53585cea:1d19365c:36d5aa66:d230c21e:caa98190:e8ea2c5a:1e5b59c6	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-058064410532332	loop-194948699434879	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:ad505769:cea23a37:85bcb098:629fe975:1d012102:742dc22c:a06c1970:5c37805e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-058466739635446	loop-006160088166321	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:ade94cfa:1920816b:e72f2859:0bcaf645:583ccd68:9c4789f9:29fc7b5e:54bc46c5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-058506528086108	loop-133704202480015	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
