artifact_edge_id	loop_ref	artifact_object_id	artifact_role	artifact_category	coverage_resolution	coverage_evidence_kind	coverage_evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
artifact-edge-000756294308431	loop-105451976106970	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:b8abb3c9:b6192a85:fe013977:f266f696:b98b33eb:39e8470f:b634f419:9e66bb3d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-000846112130030	loop-266933997977235	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:887a7850:71865c19:997a58b6:345ab06b:ceb7e756:5b22a7c8:0d44d93b:16e958ce	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001139045386197	loop-067932980345690	artifact-object-238425717253666	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:08b337a8:b1678104:f78bb011:48d70c6c:428eb753:a589c8c9:c879e528:b85666c8	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001240540111524	loop-007711018030296	artifact-object-153616161406163	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:00158725:1a131c74:cc7a7000:adce1e2b:b80285c4:d0487e34:c5004b04:2cc01716	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001323887451134	loop-240643888934516	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:68e98737:86a47603:914bd624:25dd819f:27aaf541:5d196d51:d8ecf509:2b0e1c10	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001435566055575	loop-213689211812296	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:4c3bdd2d:31051b83:b0d561d8:3b58d4f6:d4e82be2:2017e51d:332298c7:a720c1d0	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001439833058277	loop-193053161484370	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:61459a86:7b6a48f3:f2341789:fe9a0359:333658ff:a0f94bfb:a85521b5:9fcf1af9	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001643661898030	loop-201428307234688	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:5883aabf:1abc2e32:ea1af724:11cd66a0:14a053ff:1a6ee01f:60c865a2:39e5f7c7	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001699578702525	loop-185721966664208	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:04fecac6:2ccf32c2:d4732fff:66973efe:24d22860:19ff466e:d0fe0564:def4c50e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-001798120468818	loop-215229783966244	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:87215037:81d5b205:c98cf4ed:602172bb:e5497d4d:9e13ccd3:f70efa3e:4aaeb55d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-002211324839320	loop-067167612453823	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:de12435e:161f76d3:861439da:752a7f10:526248ef:b931d87e:b6a1965d:2152cea3	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-002274972707101	loop-252053043438682	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:cd4f075b:1a2f4c1a:e7b2a248:7358f073:34540502:fcc60be2:2806a1fa:5dfeb90d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-002823438001413	loop-052585172692439	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:7e7c9149:e8170ead:f9a0af1d:7600c4ed:a6e4858b:7a9d434d:c9ff902e:d9fcfd9c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-002954763363558	loop-175983906463415	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:2c09fc0d:019db0c9:5d37bf37:0209954b:39b0a376:1ea02f0e:0a4e873b:b194a5f2	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003105662721748	loop-210435916156224	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:9214ed54:15499474:f62e98cd:8b7842ee:df5ad9c8:0adc0439:f626731a:634ae379	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003243762597414	loop-044655732419158	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:629ac17e:d106ed88:205765a1:8de058e6:eefbeeeb:68252cd3:e61b283f:b8a91bd3	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003250192409723	loop-271345743427630	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:4f4c1e5c:b767a2ce:1fc6407f:67eaadf6:9e90d737:86e2568b:97b5aaa6:bbf0bcd1	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003316257078984	loop-076680563347340	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:dc9ef91b:ca9ae1d6:b57a53c1:146c3a3f:739c90ea:c0f1c7af:1e916984:c5873475	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003366458503326	loop-052585172692439	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:7e7c9149:e8170ead:f9a0af1d:7600c4ed:a6e4858b:7a9d434d:c9ff902e:d9fcfd9c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003415178281817	loop-086955607284456	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:bfdf7084:b32c1638:604a9646:fd286dcb:9f28a1b4:afadc8a9:258d3744:93b664c5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003463490580054	loop-223256685711030	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:ef0e0123:aafdae7c:2d475776:6a1e5cc9:76ab6f12:db19c5d4:1ff85790:adbde758	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003487468862812	loop-043657527083750	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:c5e7191f:83ee513f:124a41d7:4ff41ba8:0ff8077b:1e58cf7c:0c2d805a:3a65a9dd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003496068239995	loop-247165715358423	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:0d58db9f:feffd2cf:51e05152:733bf933:6697965e:149f6aae:7d59922e:c4b1fbe3	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003507377467642	loop-037707549475347	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:7264a059:54e50a9b:b6e3733c:e610ecd8:038075d8:29ba6646:c68bc439:224e1bdd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003590441574057	loop-240416083356110	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:a9dc5ca7:b78a75ea:529f2d5a:e67c4889:809e2750:149cb58f:dd230999:4849f19f	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003591890378357	loop-268366173508215	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:363225b9:d28ca021:e59941f2:2f99dc94:76a30e44:58353bf2:bffa6066:ca06204f	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003622564897696	loop-034544439434085	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:53e08582:abfce3ae:08cd2ccb:b55682a5:902f7f31:68174bf3:78939994:39d72dca	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003664813656551	loop-010416674195662	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003728941667676	loop-130908734050795	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:7eaa128e:e58f346c:754f605e:ef4a3dd9:e21298d3:9eb68d48:9f63b56f:8fe50195	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-003741336032032	loop-214839139203530	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:f4d52da0:1c577b17:9d75a08c:4a920227:00fd3950:91689b95:64ccbdf8:89b730fd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004331521102658	loop-177330442288929	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:6f109cd7:c0f59bf3:a2e0c4c3:4f8e0361:69029380:b1523534:789e0621:6e2712f8	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004340386187963	loop-106831368991762	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:51046464:aafe175a:f271f337:60d9ff82:51f08914:63b00e0d:21bd8eb8:ffc0a89a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004350795679338	loop-157795478509320	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:1d5ecec9:a4542869:bd846a88:b8454459:b96f95f1:e473c9b1:7e96fc8d:f7f876cd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004638643369915	loop-136479541146055	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:f0eae013:7ce86e10:41361167:b36dda22:feb86af2:eef1096e:d004b211:6e36272d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004656310497806	loop-193286418131097	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:8eb33832:1446fbd8:8614dfbc:ce15621c:6d2a1df2:7e1cbc66:727952f7:2f270d73	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004666747625980	loop-013303138027026	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004708387561973	loop-076680563347340	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:dc9ef91b:ca9ae1d6:b57a53c1:146c3a3f:739c90ea:c0f1c7af:1e916984:c5873475	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004728027471038	loop-205163160358801	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:1b455fed:96d71ac2:7cd411a8:a7f9376a:a248df94:324504d7:0ce68c39:35daa378	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004801077605384	loop-222382296931176	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:9ad0f3ca:022f0bfb:a5dc0a7d:f6206e7a:891ca4bf:846744e2:7e0bf3e8:9845e9cb	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004832976003309	loop-067012578322630	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:8ce3cd72:89f0b57e:73026138:955a17a8:9cbd84f7:ce165ac1:a2b4e440:39b1bfcf	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-004873482158012	loop-205163160358801	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:1b455fed:96d71ac2:7cd411a8:a7f9376a:a248df94:324504d7:0ce68c39:35daa378	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-005204230890447	loop-006160088166321	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:ade94cfa:1920816b:e72f2859:0bcaf645:583ccd68:9c4789f9:29fc7b5e:54bc46c5	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-005421834538573	loop-013596453037573	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:de0fce79:d9058154:f93e90c4:50ed197d:cce7deaa:b3ec5377:7df8789b:5a7c49b9	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-005440311356336	loop-059988302226316	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:363ed2d2:b30bb520:e30d7a1e:2945a5f1:e23c7a40:755619fa:28a2bc97:00af8d50	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-005523500474406	loop-189346601474841	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:83697e8c:3d7e587d:35ddfa19:ccb2db3c:c669f45c:20e91390:0611e41d:04ee8fde	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-005532382265627	loop-278252734283062	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:2b26acf8:bd489a9f:07e713b4:7fa6e22f:7461898f:ab24a586:01ce07b9:d6654589	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-005852068619294	loop-187322213335069	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:a66dae17:4bf7da87:6ebf8776:6f85b683:2c9e3369:e06b8e88:00afd95f:5340669d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006083314876653	loop-167943857081830	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:052c34c6:636d1bb3:7415f106:a1c55aa4:5562ad25:65acf1dd:6f6e9879:12ec78c3	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006126392356394	loop-058885044165719	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:e92afc5d:7b47802d:43011db6:1cbfb713:ba039c9e:5d172447:0ae6a6ff:4ea3d72c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006138548538000	loop-083827364278410	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006195629872974	loop-157795478509320	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:1d5ecec9:a4542869:bd846a88:b8454459:b96f95f1:e473c9b1:7e96fc8d:f7f876cd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006294340401306	loop-098849958666531	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:f131bd0c:7b2c292f:ef71d486:f1bc7afa:a81c8d7d:1f3fff56:79af0a9d:fcb7221e	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006318841849695	loop-019620885547758	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:47bec5e7:40ce4278:73e2736f:7341a067:a2deabb6:02cb55bd:ecb3d34d:ad777278	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-006659758320532	loop-037209771431794	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:79c594f1:2d0cc299:54da8a48:f8e7d7ce:d7938bd6:7bd9aabb:1969067a:005898f4	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007000912343701	loop-107152136223223	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:25eefec7:84a0fd54:9c03c70d:91fe91c2:6cb8e1b0:37e244a1:df9d0319:032239dd	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007086702912202	loop-005391477004038	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:5f91d1ab:470d8524:b84a0213:69ed080c:1a3362c8:5e7376df:54ee778e:09dea24b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007091739813896	loop-017510671931285	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:73adb808:ac007496:e8d0a833:0852af6a:1c6842fc:a373ab34:b2e64465:2d225e5f	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007110892547319	loop-054352018396799	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:786d31d6:27ee57cd:e5853abf:bd7aaf53:8012c746:8ac79244:34db70fa:d588dc64	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007235257121025	loop-019620885547758	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:47bec5e7:40ce4278:73e2736f:7341a067:a2deabb6:02cb55bd:ecb3d34d:ad777278	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007246903319445	loop-245392283906380	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:baa9283b:6a4bb0a8:34b7408e:96823441:b57f6b85:e34cb816:0f287f60:50d6ae8a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007371385380757	loop-074396312045917	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:1909b356:c79d021e:df2bf6a3:ee76a69c:b419f34f:05167b58:a176308f:42312594	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-007656169043346	loop-153670730092079	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:15b33ed4:084429db:897e93d5:b1810366:4cae7d80:df80f9fb:69604d43:08dfa14a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008101021517123	loop-161508960867899	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:2aa8b728:a1d5567d:b8b4d6fc:ffbada5d:3b201bbc:5431d2f9:9a2a1a08:0e832a56	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008294811645214	loop-278252734283062	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:2b26acf8:bd489a9f:07e713b4:7fa6e22f:7461898f:ab24a586:01ce07b9:d6654589	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008725640755041	loop-058817954240739	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:f54bb3be:2a14454d:8724346d:1d8988f4:c698495a:d1de8aee:4188fcc1:0a44b5d2	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008743509173280	loop-202030368430499	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:508548a7:32d997f6:df92e16b:a6f4a9fe:0ab91474:cfbde41d:7ed966c8:250cd355	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008778019726023	loop-117568525254368	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:ce85f5f4:2d7c060d:db18f07a:eaa4a34d:03fad822:3a793eaa:6b273973:76159636	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008824759361559	loop-043348950452029	artifact-object-264158322595193	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:e99f1385:905963bf:7486d995:99364f40:5071025c:2260b624:748e6db8:419ba83b	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-008880444737950	loop-278301511602221	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:49a1214a:ee3a799e:a967309f:a51f82d0:6f59ff2c:58103f1a:35f9a391:b13f6c74	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-009077464801771	loop-052585172692439	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:7e7c9149:e8170ead:f9a0af1d:7600c4ed:a6e4858b:7a9d434d:c9ff902e:d9fcfd9c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-009213883046423	loop-121463160436366	artifact-object-124475548163238	category_coverage	state	unverified	unverified	unverified	independent_review_approved	sha256:8176ef0f:cb05f653:720de526:40068973:d24b5cde:14a184b1:f073c6aa:1b5a328c	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-009518034246881	loop-256468637211124	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:f3d4dc97:82a9e7b3:261a36ec:1c726b82:b0d9f43c:d2568bfe:dbb1c382:c425f947	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-009741309467147	loop-249983048452485	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:4c00e996:59ab80a8:6bbcf2eb:d0535228:1dce477f:9eb523e9:4b606b54:3392130d	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-009848987550153	loop-125530460039722	artifact-object-135384827864504	category_coverage	cache	unverified	unverified	unverified	independent_review_approved	sha256:1e986c82:3752074c:6525bd1b:48d188b7:a09e6a8e:72353c04:b3ac55e1:fdf4db50	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-009995527489394	loop-137712066048244	artifact-object-100726454068850	category_coverage	transcript	unverified	unverified	unverified	independent_review_approved	sha256:0e5de13b:063858a1:dcd3e29b:65c075ea:5839d7b2:e5003368:50aca481:ea7d088a	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-010013352173748	loop-035951659992962	artifact-object-014812985944867	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:e018f223:cdd7f986:3eeb2277:2bbc959b:5de6c1f9:5fca76c1:03fec86c:3cbb3d61	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-010050851187880	loop-091803045044026	artifact-object-104059988882157	definition	definition	discovered	parent_metadata	parent:definition_metadata	independent_review_approved	sha256:69251ab1:7859a921:aa313f60:22085e73:0d51c897:f3a5ccbd:3b93768e:ee859b48	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-010104175304830	loop-044635239333102	artifact-object-185297123843262	category_coverage	log	unverified	unverified	unverified	independent_review_approved	sha256:ceaae0ef:aba9afdf:d304f933:c41d9149:7306989d:b30b2525:76049c3a:6a4a30ca	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-010133248571170	loop-117632340408258	artifact-object-214938912290337	category_coverage	media	unverified	unverified	unverified	independent_review_approved	sha256:43b48bf3:e382653c:6e8fdb3b:7d4c27db:691a5037:20b32b91:83bb9246:e42c9bfe	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
artifact-edge-010365918574405	loop-058608845223308	artifact-object-192414584785618	category_coverage	output	unverified	unverified	unverified	independent_review_approved	sha256:6e1d4d8f:06630006:f971fc88:f9c860db:18092884:b37ddc34:6b33755a:521cf356	sha256:1e520594:51e34636:06f190a0:b666eb95:22bc4d3e:742c8ed1:07ec3491:e585bbab
